"album_name","track_name","song_lyric"
"500 Degreez","Gangsta Shit","Uh-oh, uh-oh_Fuck it put them things on the truck_What's the name of y'all jeweler tell 'em freeze me up_Hating me kinky licks talking so much_Lemme give these sons of bitches a reason to keep it talking_You want to_You ain't built to squabble with us_I come to your show with heat homes and run on your bus_I drink your water up_Cool off I'm leaving with something_They leaving you something crop stolen_You know how we do it_An asshole heard it_Hip on purpose_Dre I did what you told me_I been acting like I don't hear ya but that shit been working_Keep me a burner_Poison that I grab in the morning_Cuz I know that that's what's gon hold me down on this earth_A real nigga trill nigga pull out and get debated_I keep waiting_I hear your name in the papers_Weezy and Petey, baby_They call me Young Ass Weezy_I'm gon' round up the whole uptown_We gon burn this bitch down to the ground_People understand that you're fucking with some motherfucking soldiers_Crazy-ass Petey_I'mma tell a nigga just like this_If you want it boy you sure can get it_You ain't heard_It's Cash Money and that Carolina nigga_They call me Gangsta Gangsta_Ya'know_Weezy, Weezy_Lil Birdman junior_Holla at ya nigga_I fuck around and throw a bottle at you nigga_I'mma big pimp I throw a model at you nigga_Squad-ad squad up throw up the motto at you niggas_You can mind up I throw a hollow at you nigga_And I'm so high_No I'm too high_But a little work on a few blocks_This here is 500 Degreez_And I put a few skirts on a few blocks_If you dirt you feel the burst from a few blocks_Oh lordy there nobody like me shortie_I hold Cash Money myself it's me money_Old cats wants to test come see shortie_I got it all hot it in the pocket I'll pop it_I'm riding in a 'Rarri, but the top is in my pocket_That's Young Weezy Baby_You see it's Young Wayne_Game is ashamed and they say he's a pain_Holla at 'em dogg_He is crazy deranged_Put them blades on his thing_Just like 80 to summer_So, when the sun hit it look like Baby or something_So, when I come through the ladies praise me or something_Like, Weezy's the man_If you be's where he be's then you leaves with a tan_Cuz he's 500 Degreez_I need a fan, whew_Cool me off wipe me down_Cuz I know I ain't dreaming_Daddy is back in town_With the back of my Caddy slanted down_And the MAC goes black if you ask around_Put some hash in that grass that you pass around_Then I stash a pound by my ave with rounds_I'm a gangsta until they put my casket down_You can ask around_And they tell you like me_There ain't nobody like me_It's Weezy Baby_I swear to God it sound like Petey Pablo on that track with Lil Weezy_Ayo see this right here is Young Weezy, nigga_Don't get it tangled and twisted_I'm in the studio right now nigga_With my boy_My nigga Boo in this bitch_My nigga hot boy album ya'know what I mean_500 Degreez_They all riding with ya boy_Fi-Fi_They gotta feel me_Switching it up_Birdman Junior, number one stunna my partner_You know the name, bitch"
"500 Degreez","Get That Dough","Biotch, Biotch_I pull up slow, chrome flashin_Lil daddy in a long Cabbi_Big hat pimp strong daddy_Got my hoes on my arm daddy_Ain't that amazing, specially when I'm blazin that dro_Earthly green, purple weed, purple V_With purple seats, murck the streets_And I see ya in that Gucci skirt ya sweet_But later on I wanna hurt ya so holla back ho_I know ya will, get ya ass over here_(Get that dough)_And take off my polar bear_I'm the coldest player of most my age_Quote my age, 19 but my money's much old_And shorty got crazy paper_Cash Money's my army, my navy paper_Understand, Weezy is made of paper_I got ""Baby"" paper_Floss our bitch, or get tossed out_Stunna time criss-crossed out_Birdman the bad bitches bossed out_Look wipe a bitch down, let's dribble on a ho, C'mon_So fly nigga we dont walk out_Time to get Nina Rossed out_I'mma let the heat speak, see I'm talked out_What's the muthafuckin talk bout_Get you niggas chalked out_Chi-town and Birdman show you what that fuckin hawk bout_You can shine like stunna (Papi it's all gravy)_I bought the Rover for me and bought the Benz for my ladies_See I, wipe ya down, I shine ya up_And put the rims on the whip then diamonded up_(Get that dough)_It's the m-uh-m-uh-man, that I hustle for grams_Me, Ta', and Cris' with a blunt in my hand_See I come through shinin, known big tymin_Red Caddi truck, nigga I'm grindin_I come Harley D, black bike all chrome_Your queen is home, daddy tell 'em where they went from_See I'mma slide on through, then I stash the loot_Who washed the coupe, ma look I know what to do_Got the suit you to wear some pumps on_Matchin the car, matchin my bra, shit nigga pimpin is hard_Let's pop a few bottles, smoke a lil dro_I jock that, so wipe a nigga down_Let's dribble on a ho, bitch time to go_The Caddi do me pop, the coupe is hot_The groupies flock, and case me out my Gucci socks_Yeah, we get that dough, Tatee' watch me drop these_You got me, can I get the car keys_See I wipe a bitch down, then dribble on a ho_And I touch her from her head, from her waist, to her toes_Pop up in the Lexus with the mink on the floor_Rocked out Nexus 2K bird ho, Wooo!_(Get that dough)_Look wipe a bitch down, let's dribble on a ho, Wooo_(Get that dough)_Let's pop a few bottles, smoke a lil dro"
"500 Degreez","Go Hard","It's H-B Weezy Wee off the streets_I ball right I need an agent player_Ay ma you tight you need to page a player_That's so tonight you can taste a player_I got the burner on the waist if you flinching_My shit turning on 28-inches_My shit burning like 500 plus_And this album's a three permer and a clutch_24/7 (Yes, sir)_I go hard (Go hard, go hard, go hard)_Not here_Stay deep 'Cedes Jeep big feet_I claim squad game till no more Wayne remain_Bang my thing till no more lane remain_Use the left lane man cook up the cocaine_Dudes a lil game and get her to do brain_That boy Weezy is a bad mother-feezy_Me and Young Jazze at the back of one tweezy_I'm so breezy off the Velvie and the perk_Now I'm getting head on the balcony on Bourbon_Apple and Eagle is the street that I shop_The Birdman my daddy and we fly south_Gator seats polar bear floors_And we don't go to work man we get work out_And the bricks may go as low as ten up in the drought_Niggas is selling and you should be buying_Niggas is telling and you should be dying_Niggas is yelling Cash Money till they kill me_C-M-B, I know you gotta feel me_You know if I'm doing it I'm probably doing it for the block_I'm out here bitch I got this here on lock_Come out here bitch I bet this here gon pop_I got ya slick this my year don't knock_I faithfully hold to pimp whores_Speakers from the front to the rear gon rock_Wood-grain handles to steer it's all hot_I never drove factory and I don't own stock_I drop that bitch on chrome chops, yeah_You ate with me and you gon get yours_This eight with me that's bullets through doors_Got haze in me now I'm so tall_Come blaze with me cuz Beaky got more_And now or later I'm major player"
"500 Degreez","Look At Me","Bright thing on my hand saying (Look at me)_Only Cash Money Hot Boy that stood still_I got a good deal_I'm from a trill hood_I smoke real good_Slide on them skinnies in the bike with an ill hood_Pipes, rally stripes and fog lights_T-shirt white, three stripes with all ice_What that boy name_Birdman Jr., huh_Four was mild but five is so wild_I got your girl doing a handstand (Look at me)_I can smoke a green mile_Got a chrome need a Rolls shined up for you baby_Bling-blow, I rock a throwback Jordan 23_Rolling on hot 23's_Tote a big Glock 23_You're looking at the seventeen ward of New Orleans_My block living me_I want you to look hard at some easy money_Stop playing this is Weezy company_Uh-huh_Cop them 28-inch Birdman's (Check out me)_I'm the son of Cash Money_The fodd of the squad_And Baby bout to buy me a house in the sky_Cuz I'm so fly_When my feet touch the ground sometimes I gotta ask myself why_Coupe kinda wide but I move sorta quick_Looking for my roof where it went_Mink on the floor big shoes on the bed_Windows are the tint more wood than a bench_Working in the hood more green than the Grinch_Y'all dudes money too young_Please don't play cuz I'm connected like Sprint_Ladies on the tray popping up the back-end_Peppermint leather with a feather in my brim_It's Lil Weezy_Somethin' on my wrist real breezy_And this is what I say when you see me_Look, and leave your broad at home she get took_Cuz I'm a player hold the game by the book_Some call me Weezy_But hoes holla look at Lil Wayne_Bright thing on my hand saying (Look at me)_In that booger-green lay like should've been Mace_Sweet, do speak when I should've put trays_Forget it I'mma slam it on bubba-bubba-blaze_So move over what you say shortie_We could do rent pussy_Normally I wouldn't but beating through the Texas_And beating went to the A_Eat with Jazze Pha_But yeah I'm on my way_Cuz I know he got that hay_I got your girl doing a handstand (Look at me)_Hey little mami_You a ghetto fire tin_You come to my post on the island_Come on that chronic_He-he empty vodka bottles_I be high he be drunk that my roll model_I rolls by you with my seat reclining_When I stop rims don't keep spinning they keep shining_Money don't stop keep spinning and keep grinding_Cash Money what you hollering, huh_Cop them 28-inch Birdman's (Check out me)_Big thighs with brown-eyes_It's Lil Weezy for real"
"500 Degreez","Lovely","I love myself I love what I am I love who I is I love Weezy_You gon love the shit I do to hip-hop this year_You gonna love when I bring it back to the block this year_I represent the Biggie and 'Pac era; you gotta love me_That I know ma love me just cause I got a lot of money_But I love that girl too, but I love that girl too_I let y'all know me and I would love to know you now come on_Everything that I love in this world_Has gotta be the greatest thing in this world if I love it cause, I love this, I love that, I love y'all because_Everything in this world is just love_I know you probably love the bar, right_Lil girl your man your damn kids love Weezy_You love to live that big dog life_You love to live just like a young'n Weezy by here_And I love to see you do so I love my Coupe blow on them deuce-o's_I love a cute ho and you probably love her all right, girl_He probably love you all your life I love you all night, girl I love an all white pearls_Six with the two pipes barrel kit I love to get it cracking in your girl lips_I love to sip from bill I love to go hard purp-pill_You love that I'm a star and got that work still_Don't get it fucked because I love to work still_And you won't love how the hurt feel_You gotta love the nigga just because other nigga_How getting murked feel And I love how getting hurt feel I know you love I got some of it on your shirt ee-yew I need to treat you_As a matter fact I love to cheat you_Don't call me cool Hey, you love me and I love to love you_I love fast cars I love fast broads I love fast money I love Cash Money_I love a slow cigar I love a slow menage_What you love blower hard_Let's get it cracking money I love to stack my money_You will love to jack my money I love to clap-clap and black-black get back here honey_I love act a plumb-ass when I had a tall glass And that bust your ass in one gulp_I love to shit talk_And I don't love other niggas But I love other niggas bitches_You love to hear me talking shit on this When Fresh dropping that nasty shit_That old uptown get down CMB classic shit I like to ride around with a plastic fifth_I love to melt ya I love them underground S-Q albums_Haters love to get you twisted But I love the haters cause haters just love twisted_Them bitches love Weezy_My bitch gon love me when I'm busy With T-Rez fleece suit is Jayo nothing busy Squad up_I love 20-inches on everything I sit in_I love my nappy hair I love the shit I wear_You gotta love the squad-ad girl_If she ain't giving love to the whole squad-ad get outta here_You people love the shit I pop in your ear"
"500 Degreez","Rob Nice Live On The Radio","Tell us that you would like to have the lyrics of this song. Then we'll make it our highest priority to find these lyrics first!_Or perhaps you can help us out. If you have the lyrics of this song, it would be great if you can submit these. That will definitely help us and the other visitors!"
"500 Degreez","Way Of Life","Look right here, this how we gon do this_Hit the mall wit my girlfriends, dish out ends_Cause you know it ain't trickin if you got it_Copped baby girl what she desired_It's chump change ma, marijuana scholar_Know'n what I got up in my styrofoam cup - that purple stuff_It was given to me at birth to stunt_So that's why I cop the Bentley with the leather and the furry cups_Hey, hold on mami them whips on dubs_Cadillac Truck, 28's, no rubs_Slide in the Benz, fins, bubble-eyed lens_Hook up the turn tables, whoof get on the keyboard_Car show in New York, y'all know who wins_It's the Birdman daddy, with the Gucci Prada_Slant back Cup Truck, no rims - can't holla_It's that Louie Fendi on Ostrich streets_It's the tailor-made daddy, mami do you love me?_Baby, I'm a stunna_I ain't gon change it_Don't.. you.. know.. it's a way of life?_Mami, do you want it?_Cause I'm about to bring it_And we gon run this for you, ya heard?_Oh baby, can't stop the stun, no, no_Pop one, pop two with the new Nike shoes_Royal blue jag on 'em 22's_Slippers, white to breate, 500 Degreez_In that Cadillac Truck on 'em 23's_I'm the boss of the game with the money and fame_All these, naked women that pop champagne_And these, marble floors stay high as Rick James_If you know my name then you know my game_It's Lil Whodi from the hot block with serious flow_Yeah, check it out_Gotta get dough, cha'll won't feel me broke_But, y'all don't hear me though_Til I'm rolling down my window where my grill is show_And you know I probably pump it through the hood on them 24's_Word, rims poking out the side of the err_Glock, have ya ribs poking out the side of your shirt_I'm a 17 nigga and I ride through the turf_Hey, and my pinky glow cause my rings is so..._Blingy blingy, yo stop blinking though_We smoke stinky stinky dro_Cash Money..._And we don't cop them incy wincy o's_And we don't stop, nah, we blow_Fuck the pee-ple_Everywhere we go we smell like ick yo_Birdman, my Paw so that make me go.. fly like an eagle, fasheezy_See they think cause I stay English turn_That stunna don't ever OZ to burn_I go in each over and ball like a dog_Me and my niggs ball like a dog_Cars on my streets, all on the lawn_Cash Money..._Ice in my teeth, all on my arm_Tats in my face, my back and my arm_Tats in my face, my back and my arm_Yo, there it is, ya lil' low life_See, I'm a Bro-fessional - you a rookie_Fuck, a game so serious I could sell a hooker some pussy_That's some serious shit_Oh yeah, believe that_Who we rollin wit?_We rollin wit Cash Money_Cash Money..._Oh, I forgot about peace - Peace!_I mean.. piece of pussy, piece of land, piece of property_Just a mind game_Piece of mind, ya know_Piece of something, motherfucker!_Cash Money..._Ay, let me slide in the Benz with the fished-out fins"
"500 Degreez","What Does Life Mean To Me","Baby! Ghetto biotch!_(Baby)_Talkin'_What does life mean to me?_Cars clothes an a lot of jewelry_What does life mean to me?_A fine ghetto bitch wit a big ass booty_What does life mean to me?_Drinkin', pimpin' an a whole lot of weed_What does life mean to me?_Every things right what we said, please believe me"
"500 Degreez","Where You At","All my niggas if you with me_Let me hear you say (oh!)_Soldiers if you with me_Let me hear you say (oh!)_Hustlers if you with me_Let me hear you say (oh!)_Say, say (oh!)_Say, say (oh!)_Aye (Oh!)_I come and do my thang and hold down my side_Eagle Street man throw my set up high_Where you at? (oh!)_Weezy we gang call them boys that squad_That squad, squad up! you know_And we get a lot of dough on the strength of me_Get a lotta dro on the strength of Fee_Get a lot of blow_But keep that on the D_D what?...DL! you know_And oh you don't wanna fuck with a nigga_'Cuz a nigga might fuck with the trigger_Leave a nigga on the floor_All my soldiers if you with me_Truly I don't buck with you nigga_Let my tooly talk, talk to you nigga_Bitch man is an itch to a rich man whoa_'20s on the six with the kicks sitting low_Sticky in my swish man gasoline floor_Fire spit man Weezy is about to blow_Ya know!_Aye (oh!)_Pass the pine to the pimp old juice killer_Catch your eye in one glimpse old school with the_Where you at? (oh!)_Ass up high the front dip drip bam_Mami like damn, Lil Wayne stop playing_Baby I'm a baller I hustle with my father_It's the Birdman and Birdman Jr_I flip them birds man eighteen grand just order_Eighty-five for half and forty-five for quarter_Yeah! Tity baby put it in the air_I'm jumping out this atmosphere_And I'm jumping in your bitch if she had a player_Jumping in the painted thing on them dang-a-dangs_All my hustlers if you with me_You see the arm when I pass nigga bang-a-lang_You now I'm armed we can mash man it ain't a thing_You know I'm calm but I'm a gorilla ain't a game_I got a banana clip for all you orangutans_Let's bang!_Aye (oh!)_It's young Weezy can't none see me dawg_I get you done easy with one easy phone call_And the sawed-off make your arms fall off_Like a short sleeved polo, won't bother me no more_Where you at? (oh!)_Ice like strobe light, look like I'm moving slow mo'_Ferrari look nice on low pro Yokohomas_With '20 inch chromes poking out 'em_Chrissy till the dome tote the ganja_Red-bone in the shower_Hello! Pocahontas give a long stroke poke for hours_Floating vagina hoe, I'mma holla_Sold coke in the '90s,  I'm honest man_Nothing big maybe ounces, grams_But I know how to double, and sometimes it's scams_Where you at? (oh!)_But I know to hustle, and some Glocks'll jam_But I know how to bust 'em, and some drops'll slam_All alloy buttons that's all stunting_That boy's something_Yeah!_Where you at? Say (oh!)_Niggas if you with me"
"500 Degreez","Worry Me","You gotta walk like a (soldier)_I got something chrome that I carry with me_It's Young Weezy Wee y'all ain't scaring me_I'm the seventeen don till they bury me_Eh, it go whoa oh me oh my ay ay_I'm H-O-T-B-O-Y ay ay_I'm so fly I'm the Birdman Jr_Stunting in the gray uh_Shortie play your player_Slick clean hey ya_Fifteen riding with me spray ya_Talk like a (stunna)_You don't want no drama with me play fa_Keep low or it's murda she wrote pussy nigga_I gotta keep it cooking cuz the streets still hot for a shooking_Plus my late pops still looking_Bust my tray quick if ya hate the pimp_Think it's all big fish I don ate the shrimp_Roll out with the hood cuz I'm so damn street_I rep Hollygrove and Hollygrove rep me_And that's how Weezy Wee be_And y'all gon R-E-S-P-E-C-T me_Move like a (player)_I'm riding and I'm dolo on my way to the stizzo_Knowing on my waist is the sizzo_Weezy so hot Glock ten and a pistol_Big rims with the tires thin as a pencil_Mami want me cuz I got pimping potential_I stick to my mental_Don't make me stick my fifth to your temple_Forget I'm getting rich for a cent_Bitch I'm coming get you for my baby mama's rent I will flip you_90 on the highway seeing what the whip do_And get it like a (hustler)_Cops get behind me they want see the whip too_S-Q professor C-M-B alumni_Everybody else fails except the young guy_Don't worry bout Weezy for real nigga I done mine_Got the biggest nuts up in here nigga I swung mine_The streets taught me never to fear nigga I run mine_I can't lose cuz I won mine_Now run yourself_I got five drinks with me_And there be four chunks of dro up in my lung pipe_You gotta walk like a (soldier)_Three guns_Two bitches_And all I need is one knife_And I bet you don't like_C'mon we only get one life_And if it's done right_Freak a nigga might wife her_You know S-Q galore low chop three striper_I'm just trying to keep paper_Please, don't be a hater cuz he'll take ya Weeze_Talk like a (stunna)_Don't be a major cuz he greater_Cheese gon feed Nate_Brother it's keys or emceeing_And I'm a C-O-A cuz I can move yay_Like you never thought hard or soft like a duck_And y'all don't starve me_That shit could be bad for your heartbeat_Cash'll get you snatched in a heartbeat_Mash in a mad dash in a Cadillac with the alligator dashboard_Damn whore_Move like a (player)_Yeah I know_And get it like a (hustler)_Because I won't let y'all worry me"
"500 Degreez","Young N' Blues","I met her when I was young and she was younger_'Cuz she ended up being my baby's mother_And then I felt smothered but little did I know_I'd never find the same girl inside another_But I never thought that I'd be looking for her_And I never thought that late at night_When I'm in the mix...laying down with some chick_That suddenly it'll click_How this broad in my drawers dont know shit_Bout what I did 'fore I was big_When's there's a woman with my kid where I should be_With a body like woman so her age meant nothing_She screamed to me (What?)_My love, my patience, my pain (OK)_Nigga please_I got the young'n blues y'all (da-da-da-da-da)_I got the young'n blues y'all (da-da-da-da-da)_I got the young'n blues y'all (da-da-da-da-da)_I got the young'n blues y'all (da-da-da-da-da)_I met her after the fame_And she ain't even like me but I got her after the game_Mami was a nice piece, young Cali sweet thang_I had to get her number_Made her into wifey and then reality changed_It was going good...I was happy again_But then things got rapidly strange_And it had to be Wayne_She was still a virgin_What more could I ask from a dame_But I was a bastard...I asked for the pain_Now my ass in the rain_And she got a new life...the picture flipped_And none of it includes Weez and all his bullshit (Shit)_After how she made them daisy dukes fit her all summer_And I remember the Bahamas for the weekend_We was freaking in the suite_And she looked sweet enough to beat it up_Till we began to sleep and I_I'm dreaming 'bout the Victoria Secret lingerie_Told me keep it..she ain't want moms to see it_And just think I once saw it on the girl's body_Now all I'm seeing is nobody_I got the young'n blues y'all (da-da-da-da-da)_I got the young'n blues y'all (da-da-da-da-da)_I'm wishing I could hit her all summer_I got the young'n blues y'all (da-da-da-da-da)_I got the young'n blues y'all (da-da-da-da-da)_You see I never really ran, but no gentleman_All I know is big pimpin' ma'am_I'm just tryna be Weezy_And the perfect husband just might be too hard to find in me, Weezy_Baby girl you gotta work with ya boy_'Cuz all of that cursing it be hurting ya boy_Look for the better not the worst in ya boy_And maybe I can be ya boy...Ya know what I'm sayin'_And all she ever wanted_But see this here is not your everyday love tune_It's the story of your everyday thug dude_And in your mind you prolly thinkin we don't love you_But on the real we just not used to what love do_And please consider that_We were taught to love money, ice, cars, and clothes_Love pussy but you dont love them ho's_Love ya niggas love ya children_Now if they got a bitch you could love that_Holla back_Was for young Weezy to love her_I got the young'n blues y'all (da-da-da-da-da)_I got the young'n blues y'all (da-da-da-da-da)_I got the young'n blues y'all (da-da-da-da-da)_I got the young'n blues y'all (da-da-da-da-da)_I got the young'n blues y'all (da-da-da-da-da)_I got the young'n blues y'all (da-da-da-da-da)_Young Weez'got the young'n blues y'all_(da-da-da-da-da)_I got the young'n blues y'all (da-da-da-da-da)_But all I ever wanted was to cum easy and dump her_But that didn't come easy"
"Funeral","Ball Hard (ft. Lil Twist)","David Yurman, Erick Sermon, Pee-wee Herman_Saint Laurent, I been had the green light, I blew the horn_C'mon c'mon, fuck we waitin' on, my nigga? Move along_Grass is greener on the other side, I never do the lawn_Deepest water, Cita Carter made me feel like Peter Parker_Be a Dora, double R her, treat her like a Ford Explorer_See no evil, neither horror, my bitch eyes chinky, Kamora_Run a mile like Jackie Joyner, bitch should go read a thesaurus_Pretty Tony, Pretty Ricky, Ricky Martin, Martin Lawrence_Lawrence Taylor, Taylor Swift, tailor-made, made in China_Black Chyna, Black Mamba, baby mama, Lady Gaga_Tina Turner, buy it furnished, eat Italian, shop in Paris, drive a German_Wait, Rihanna, ball hard, Sinéad O'Connor, hm_David Yurman, Erick Sermon, Pee-wee Herman_Tina Turner, buy it furnished, eat Italian, shop in Paris, drive a German_Black Chyna, Black Mamba, baby mama, Lady Gaga_Wait, Rihanna, ball hard, Sinéad O'Connor, hm_Ball, ball, ball, ball, ball, Sinéad O'Connor, yeah_Ball, ball, ball, ball, ball_David Yurman, Erick Sermon, Pee-wee Herman_Tina Turner, buy it furnished, eat Italian, shop in Paris, drive a German_It's MULA baby, know you heard me, got the game, I'm talkin' early_David Yurman, Erick Sermon, Pee-wee Herman_Twizzy baby, got these bitches swallowin' babies, talkin' nurseries_Pocket pull up, Black Eyed Peas, the P from Perc has got me flirty_Model bitches tryna hurt me, broken mirrors, pull a Fergie_Oh my God, it's cocaina, Kim and Gina had to team up_Tried to run 'way from this dick and got subpoenaed, had to clean up_Got two strikes out in L.A., I get one more, then new Adidas_Niggas call me Hustle Westbrook, sellin' dope off in the bleachers_Niggas call me Hustle Westbrook, sellin' dope off in the bleachers_Trappin' off a walkie-talkie, ten-four, over, yeah, I read you_That my woadie, that my 'migo, gettin' loaded off sativa_Tina Turner, buy it furnished, eat Italian, shop in Paris, drive a German_Move the rock like Russell Westbrook, triple-double the whole season, woah_David Yurman, Erick Sermon, Pee-wee Herman_Tina Turner, buy it furnished, eat Italian, shop in Paris, drive a German_Black Chyna, Black Mamba, baby mama, Lady Gaga_Wait, Rihanna, ball hard, Sinéad O'Connor, hm_David Yurman, Erick Sermon, Pee-wee Herman_Tina Turner, buy it furnished, eat Italian, shop in Paris, drive a German_Ball, ball, ball, ball, ball, Sinéad O'Connor, yeah_Ball, ball, ball, ball, ball_David Yurman, Erick Sermon, Pee-wee Herman_David Yurman, Erick Sermon, Pee-wee Herman_Tina Turner, buy it furnished, eat Italian, shop in Paris, drive a German_Black Chyna, Black Mamba, baby mama, Lady Gaga_Wait, Rihanna, ball hard, Sinéad O'Connor, hm_Tina Turner, buy it furnished, eat Italian, shop in Paris, drive a German_Taught my bitches how to whip it, now they whippin', fast learners_Chicken heads, whippin' chickens, I feel like a black colonel_Louis Vuitton, ballin' like Mr. Kareem Abdul-Jabaar"
"Funeral","Bastard (Satan's Kid)","Oh_I'm Satan's kid, I'm Satan's kid, I'm Satan's kid (I'm Satan's kid)_Uh, I know the tables turn like tornadoes turn_I know the way it turn, gotta wait your turn_Until you take your turn, fuck a wrong turn_I made the world turn, that's a turn on_I'm on every song that I turn on_I got it turnt up, got it turnt on_I'm on the turnpike, I'm 'bout to turn off_Weed loud as every siren they turn on_Bust down so bright, it's burning_This is_These diamonds so white, they German_Your diamonds ain't right, they turning_Cocaine white as my attorney_All types of guns, no type of permits_All types of coffins, all types of gurneys_From my driveway to my front door_It has been quite a journey_It has been quite a journey_From my driveway to my front door_It has been quite a journey_Huh, Mama used to say this when she stand above my baby crib_Huh, Mama used to say this when she stand above my baby crib_Never trust nobody that could bleed for five days and live_Walking on water, this a new world order_These niggas out of order like a fish out of water (Huh?)_I'ma shoot the chopper like a fisheye camera_Yeah, I'ma keep shootin' 'til the bitch stop recordin'_Just don't start shootin', I don't feel like arguin'_A real sharp sharpshooter, I don't miss my target_And I don't miss my thottie, I just miss my homie_Long walk-in closet, I hope you feel like walkin'_Never trust nobody that could bleed for five days and live_Uh, I know the paper burn like it ought to burn_I know the paper burn for the long term_I know my big concern when I toss and turn_I know my big concern 'bout the long term_I know the paper burn like the fire burn_I know it don't burn unless I confirm_I'm 'bout to cross my heart and watch your heart burn_Crossin' me is like watching a cross burn_Swag go head to shoe (Yeah)_Bitch, I'm fresh as a designer, yeah_Grandma used to say that this world gon' come to a crazy end_Started from Ragu, made it way up to lasagna, yeah_Killers come behind ya, can you say, ""Murder for hire?""_Sippin' on purple papaya, gitchi ya-ya, yeah_Mama used to say this when she stand above my baby crib_Never trust nobody that can bleed for five days and live_Grandma used to say that this world gon' come to a crazy end_Monsters in my closet was the feds taking baby pics_Daddy used to look at me like, ""Who the fuck this baby is?""_Uncle used to say, ""Your daddy just too young to raise a kid""_Daddy used to treat my mama like they never made a kid_Monsters in my closet was the feds taking baby pics_I'm Satan's kid, I'm Satan's kid, I'm Satan's kid (I'm Satan's kid)_Uh, I know the tables turn like tornadoes turn_I know the way it turn, gotta wait your turn_Until you take your turn, fuck a wrong turn_I made the world turn, that's a turn on_I'm on every song that I turn on_I got it turnt up, got it turnt on_I'm on the turnpike, I'm 'bout to turn off_Weed loud as every siren they turn on_Bust down so bright, it's burning_Daddy used to look at me like, ""Who the fuck this baby is?""_These diamonds so white, they German_Your diamonds ain't right, they turning_Cocaine white as my attorney_All types of guns, no type of permits (Yeah)_All types of coffins, all types of gurneys (Yeah, yeah)_From my driveway to my front door (Yeah, yeah, yeah)_It has been quite a journey_It has been quite a journey_From my driveway to my front door_It has been quite a journey, nigga_Uncle used to say, ""Your daddy just too young to raise a kid""_Daddy used to treat my mama like they never made a kid"
