"album_name","track_name","song_lyric","name"
"500 Degreez","F*** You","Who that, Weezy Bitch_Bitches yell I wanna do those guys_Ain't that cold, you know shit fucked up when you got banked at fo'_I'm 19 and I got banked at O_That's the Bentley ma, that ain't that Rolls_But the price on that muthafucka ain't that low_Guaranteed that I'll bang that fo'_If your fuckin with the dude_Bitch I'm from Cash Money Records, Fuck You_Fuck you, fuck you nigga, muthafuck you_Chains, knives, guns that's us_Like Sigel, you fuckin with the young don, people_The slogan is ""we will bust""_The rules our this our side_Cross it young nigga and you will die_Pumps, riot guns, even 25's_Cash Money got this, don't even try it_Stay where you from, don't bring no static_If not, then semi-automatic_This is the payback, pussy bitch stay back_Fuck you, yo' mama, yo' daddy and where you lay at_What's beef, beef is when you fuck with us_Plus I'm tryna make a son, he gon' be the sequel_Guaranteed to leave yo' ass up under the bus_There's no one quicker, than a hot boy nigga_That'll get you with the knife, or pow with the trigger_There's no one keaner, with the chrome Sarafina_Murder ain't nuttin' but a misdemeanor_Fo' sho' nigga_I'm gon' ride 'round my city and stunt my shit_If a nigga don't like it they can suck my dick_I got a Bentley, Jag, Rolls, Ferrari_Muh'fuckas better be peaceful, fo' sheezle_Lambo' with no top I'm gon' ride tomorrow_Fuck a cutless, regals, and rams V-12_Gotta have somethin fast just to get out them jams_Got a big ass crib with a flow lil fuck_Got a roof all glass and that bitch split up_Got a house built look like a Mercedes booth_Ferrari sofa set with the Lambo' wrench room_Leskitted up kitchen set and Rolls Royce wall_Jaguar floors and fuck all yall_BMW lights, projectors to watch fights_I get sums in lumps, like measles_Caddilac Benz, white fox for threads_Chin cheddar for Chi tower, ain't that crazy_I don't give a fuck homie, that's how I play it_Refridge designed like a Lexus with legs_In the fridge, it's quarters to replace the eggs_From me, Fresh, and Weezy fuck what they say_I'm Cash Money stunna nigga and that's how I play it_My dough sick, on occations I catch seizures_I treat beef like burgers, just cheese you_And for that cheddar, hungry niggas'll eat you_We breeze through in the twelve with the judo eyes","Lil Wayne"
"500 Degreez","Fly Talkin'","Ladies and Gentleman_Keep coughin, he cough too much_Wipe em down, I wipe em down_It's 500 motherfucker_I tell you, this summer is on lockdown_Handlin' business, taking care of baby mammas_Takin' care of bustas, takin' care of pimps_I love them hoes, I love them hoes_I pimp a bitch, 500 Degreez nigga_We've got a young man tonight that started out with Cash Money_And gonna finish with Cash Money_Ya'll know him as Lil Weezy_Off the Heezy, Fo Sheezy_Better believe me_And he is, Birdman Junior_500, 500, 500, Degreez, please_Ain't that some lovely shit? Bitch","Lil Wayne"
"500 Degreez","Fly Talkin' Go Home","","Lil Wayne"
"500 Degreez","Fo Sheezy","You know they saying since the bar back on the 'dro, he lackin the flow_That's why I keep the platinum blinging_Every diamond's like a nice size_I help people with problems look at the bright side_With nice ties on a rise so they sitting me high_And the rims born in '79_Weezy carry the nine Glocks_Slipping they gon have to get six niggas name called carry a pine box_Marry me ma, not_But here's what you can do to me_Give me good brains tutor me_And if that ever happen whoa I ain't rapping no more_W-E-E-Z-Y Wee_They call me Weezy Weezy fo sheezy_Banana clip on the heater_Banana whip on them sneakers_Banana dick going deeper_Got a good game honestly so respect the young'nGot your girl undercover like a detective woman_I'm a mess blow a vest to onion and I'll test your stomach_And the pistols right next to him cousin_I'm a player having sex with dozens_Sex with cousins hoes dissed with husbands_I'm good with a pina, daq and an o_My pants is down her dress is up_Her head down and her neck is tough_She suck till I say, ""That's enough!""_We fuck till her ass fractured up_And when I nut no shower bitch pack your stuff_Am I a mack or what_Yep, Weezy macaroni with a bony model bitch_Are you modeling ma_She got her own whip so you following ma_She said she like that squad shit_Gagging and choke like ho put the dick back in your throat_So oh you swallowing ma_She said she like that hot dick_Well miss I got three bricks and two pills pop_One blunt mami let's roll_And understand, I know what my name is, right_Bitch say it_W-E-E-Z-Y Wee_I'm so gangsta_If she don't go down no thank you_I got so many bitches so ain't ya_Still packing fo sho_Got so many pictures of Ben Franklin_High top tennis on the car cover of the whole game cold_Fuck it up with me niggas come from all angles_Representing S-Q like the Star Spangled_White tee-fish at Kango_Low top Nikes plus my ho pop Nikes_How exciting we riding in the third lane_Said she like Juvy but prefer Wayne_She can give me head_Call her birdbrain on everything_Yeezy Weezy off of the heezy fo sheezy_It's Young Weezy cuz I be golly_My neck more colorful then Nelly, Murph, Ky, Ali_I'm so cold deep_Low seats in the old drop blow reef_Like no cops could fuck with this_Swiftly no tops on the whippy_Cash Money hot Bizzy Lil Wizzy get with me_Now I'ma, I'mma ask you again_You know my name right bitch_Bitch say it_Cruise with the top off of the 'Ghini_W-E-E-Z-Y Wee_Bitch holla!_Bars got cheese I got cheddar linguini_That's why I keep the federals scheming","Lil Wayne"
"500 Degreez","Gangsta And Pimps","Ladies and gentlemen_Kool-Aid and chicken_Flashy things and women_All I need_Is Remy and weed_Somebody not afraid_To co-sign for my Escalade_I'm just pimping_Baby you got a rule for me_Put your mink on and slide in a cool for me_Hey you gotta get high and go low for me_This one goes out to that little kid that got fried Spam for lunch_It's Cash Money young money never know money_It's 500 Degreez it's not four buddy_And the dro got me so scummy_And to drum hole a whole hundred_Can I put a whole hundred in your whole tummy_Hehe, man Weezy's a legend_You can tell by the bottom of my sleeve when you see what's in a bezel_And he be on a level that's so terrific_I'm in this bitch hold your pictures_And hold your bitches cuz she gon want a part of me_I feel for you, I'm with you, I'm with you brother_Cuz she never see the roof of my car with me_And you never see a tooth without a diamond on it_This is game at its finest homie_Peep it_See I was born from a gangsta_Pa gave me a whip_Ran numbers with pimps and I laid down cents_One of a kind Birdman I shine_22's on it?_The bitch ain't mine_And this one right here is for that ghetto girl with the bad perm_I taught her the game ma_I gave it all to her_Weezy Wee my son I give it all to him_The Birdman junior I'm the son of a stunna_Mannie Fresh_Jazze Phezzy this our summer_500 Degreez got rich off the four_Cadillac slant back cut side elbow_Cadillac smoke dro just me and the ho_Flash from hard times from that coke and dope_That just burn baby, burn baby, burn_Put cars in moms name just to duck white folks_We eat lobster and shrimp_Nigga park that Lambo_I'm a V.I.P. nigga_Pop bottles of Mo_I pray that one day I'll open a better door_Ain't no mountain high enough_To me for cuz I keep on buying fi-fi stuff_And the Eastside where we pump_It's my part of New Orleans_Pop open a malt liquor_Bleed for ya I'm the heart of New Orleans_Hear you're fucking with a gangsta foe_Hope you never close your eyes I'll bang your ho_All she need is some guidance I'll tame your ho_It's big pimping over here man yeah man_If she looking for a daddy see the lil man_Weezy Baby, don't fool yourself you need me baby_Easy baby, I'm just trying to keep my bread cheesy baby_Slick when I spit shit right_26-inch got a deep-dish ma_Smoke something until your scalp gets killed_Sweet as mami lips when I'm creeping by_Baby gave me wings just to keep me fly_Weezy I, hell yeah_And I'm rolling with them_Gangstas and pimps_Love lobsters and shrimps","Lil Wayne"
"500 Degreez","Gangsta Shit","Uh-oh, uh-oh_Fuck it put them things on the truck_What's the name of y'all jeweler tell 'em freeze me up_Hating me kinky licks talking so much_Lemme give these sons of bitches a reason to keep it talking_You want to_You ain't built to squabble with us_I come to your show with heat homes and run on your bus_I drink your water up_Cool off I'm leaving with something_They leaving you something crop stolen_You know how we do it_An asshole heard it_Hip on purpose_Dre I did what you told me_I been acting like I don't hear ya but that shit been working_Keep me a burner_Poison that I grab in the morning_Cuz I know that that's what's gon hold me down on this earth_A real nigga trill nigga pull out and get debated_I keep waiting_I hear your name in the papers_Weezy and Petey, baby_They call me Young Ass Weezy_I'm gon' round up the whole uptown_We gon burn this bitch down to the ground_People understand that you're fucking with some motherfucking soldiers_Crazy-ass Petey_I'mma tell a nigga just like this_If you want it boy you sure can get it_You ain't heard_It's Cash Money and that Carolina nigga_They call me Gangsta Gangsta_Ya'know_Weezy, Weezy_Lil Birdman junior_Holla at ya nigga_I fuck around and throw a bottle at you nigga_I'mma big pimp I throw a model at you nigga_Squad-ad squad up throw up the motto at you niggas_You can mind up I throw a hollow at you nigga_And I'm so high_No I'm too high_But a little work on a few blocks_This here is 500 Degreez_And I put a few skirts on a few blocks_If you dirt you feel the burst from a few blocks_Oh lordy there nobody like me shortie_I hold Cash Money myself it's me money_Old cats wants to test come see shortie_I got it all hot it in the pocket I'll pop it_I'm riding in a 'Rarri, but the top is in my pocket_That's Young Weezy Baby_You see it's Young Wayne_Game is ashamed and they say he's a pain_Holla at 'em dogg_He is crazy deranged_Put them blades on his thing_Just like 80 to summer_So, when the sun hit it look like Baby or something_So, when I come through the ladies praise me or something_Like, Weezy's the man_If you be's where he be's then you leaves with a tan_Cuz he's 500 Degreez_I need a fan, whew_Cool me off wipe me down_Cuz I know I ain't dreaming_Daddy is back in town_With the back of my Caddy slanted down_And the MAC goes black if you ask around_Put some hash in that grass that you pass around_Then I stash a pound by my ave with rounds_I'm a gangsta until they put my casket down_You can ask around_And they tell you like me_There ain't nobody like me_It's Weezy Baby_I swear to God it sound like Petey Pablo on that track with Lil Weezy_Ayo see this right here is Young Weezy, nigga_Don't get it tangled and twisted_I'm in the studio right now nigga_With my boy_My nigga Boo in this bitch_My nigga hot boy album ya'know what I mean_500 Degreez_They all riding with ya boy_Fi-Fi_They gotta feel me_Switching it up_Birdman Junior, number one stunna my partner_You know the name, bitch","Lil Wayne"
"500 Degreez","Get That Dough","Biotch, Biotch_I pull up slow, chrome flashin_Lil daddy in a long Cabbi_Big hat pimp strong daddy_Got my hoes on my arm daddy_Ain't that amazing, specially when I'm blazin that dro_Earthly green, purple weed, purple V_With purple seats, murck the streets_And I see ya in that Gucci skirt ya sweet_But later on I wanna hurt ya so holla back ho_I know ya will, get ya ass over here_(Get that dough)_And take off my polar bear_I'm the coldest player of most my age_Quote my age, 19 but my money's much old_And shorty got crazy paper_Cash Money's my army, my navy paper_Understand, Weezy is made of paper_I got ""Baby"" paper_Floss our bitch, or get tossed out_Stunna time criss-crossed out_Birdman the bad bitches bossed out_Look wipe a bitch down, let's dribble on a ho, C'mon_So fly nigga we dont walk out_Time to get Nina Rossed out_I'mma let the heat speak, see I'm talked out_What's the muthafuckin talk bout_Get you niggas chalked out_Chi-town and Birdman show you what that fuckin hawk bout_You can shine like stunna (Papi it's all gravy)_I bought the Rover for me and bought the Benz for my ladies_See I, wipe ya down, I shine ya up_And put the rims on the whip then diamonded up_(Get that dough)_It's the m-uh-m-uh-man, that I hustle for grams_Me, Ta', and Cris' with a blunt in my hand_See I come through shinin, known big tymin_Red Caddi truck, nigga I'm grindin_I come Harley D, black bike all chrome_Your queen is home, daddy tell 'em where they went from_See I'mma slide on through, then I stash the loot_Who washed the coupe, ma look I know what to do_Got the suit you to wear some pumps on_Matchin the car, matchin my bra, shit nigga pimpin is hard_Let's pop a few bottles, smoke a lil dro_I jock that, so wipe a nigga down_Let's dribble on a ho, bitch time to go_The Caddi do me pop, the coupe is hot_The groupies flock, and case me out my Gucci socks_Yeah, we get that dough, Tatee' watch me drop these_You got me, can I get the car keys_See I wipe a bitch down, then dribble on a ho_And I touch her from her head, from her waist, to her toes_Pop up in the Lexus with the mink on the floor_Rocked out Nexus 2K bird ho, Wooo!_(Get that dough)_Look wipe a bitch down, let's dribble on a ho, Wooo_(Get that dough)_Let's pop a few bottles, smoke a lil dro","Lil Wayne"
"500 Degreez","Go Hard","It's H-B Weezy Wee off the streets_I ball right I need an agent player_Ay ma you tight you need to page a player_That's so tonight you can taste a player_I got the burner on the waist if you flinching_My shit turning on 28-inches_My shit burning like 500 plus_And this album's a three permer and a clutch_24/7 (Yes, sir)_I go hard (Go hard, go hard, go hard)_Not here_Stay deep 'Cedes Jeep big feet_I claim squad game till no more Wayne remain_Bang my thing till no more lane remain_Use the left lane man cook up the cocaine_Dudes a lil game and get her to do brain_That boy Weezy is a bad mother-feezy_Me and Young Jazze at the back of one tweezy_I'm so breezy off the Velvie and the perk_Now I'm getting head on the balcony on Bourbon_Apple and Eagle is the street that I shop_The Birdman my daddy and we fly south_Gator seats polar bear floors_And we don't go to work man we get work out_And the bricks may go as low as ten up in the drought_Niggas is selling and you should be buying_Niggas is telling and you should be dying_Niggas is yelling Cash Money till they kill me_C-M-B, I know you gotta feel me_You know if I'm doing it I'm probably doing it for the block_I'm out here bitch I got this here on lock_Come out here bitch I bet this here gon pop_I got ya slick this my year don't knock_I faithfully hold to pimp whores_Speakers from the front to the rear gon rock_Wood-grain handles to steer it's all hot_I never drove factory and I don't own stock_I drop that bitch on chrome chops, yeah_You ate with me and you gon get yours_This eight with me that's bullets through doors_Got haze in me now I'm so tall_Come blaze with me cuz Beaky got more_And now or later I'm major player","Lil Wayne"
"500 Degreez","Look At Me","Bright thing on my hand saying (Look at me)_Only Cash Money Hot Boy that stood still_I got a good deal_I'm from a trill hood_I smoke real good_Slide on them skinnies in the bike with an ill hood_Pipes, rally stripes and fog lights_T-shirt white, three stripes with all ice_What that boy name_Birdman Jr., huh_Four was mild but five is so wild_I got your girl doing a handstand (Look at me)_I can smoke a green mile_Got a chrome need a Rolls shined up for you baby_Bling-blow, I rock a throwback Jordan 23_Rolling on hot 23's_Tote a big Glock 23_You're looking at the seventeen ward of New Orleans_My block living me_I want you to look hard at some easy money_Stop playing this is Weezy company_Uh-huh_Cop them 28-inch Birdman's (Check out me)_I'm the son of Cash Money_The fodd of the squad_And Baby bout to buy me a house in the sky_Cuz I'm so fly_When my feet touch the ground sometimes I gotta ask myself why_Coupe kinda wide but I move sorta quick_Looking for my roof where it went_Mink on the floor big shoes on the bed_Windows are the tint more wood than a bench_Working in the hood more green than the Grinch_Y'all dudes money too young_Please don't play cuz I'm connected like Sprint_Ladies on the tray popping up the back-end_Peppermint leather with a feather in my brim_It's Lil Weezy_Somethin' on my wrist real breezy_And this is what I say when you see me_Look, and leave your broad at home she get took_Cuz I'm a player hold the game by the book_Some call me Weezy_But hoes holla look at Lil Wayne_Bright thing on my hand saying (Look at me)_In that booger-green lay like should've been Mace_Sweet, do speak when I should've put trays_Forget it I'mma slam it on bubba-bubba-blaze_So move over what you say shortie_We could do rent pussy_Normally I wouldn't but beating through the Texas_And beating went to the A_Eat with Jazze Pha_But yeah I'm on my way_Cuz I know he got that hay_I got your girl doing a handstand (Look at me)_Hey little mami_You a ghetto fire tin_You come to my post on the island_Come on that chronic_He-he empty vodka bottles_I be high he be drunk that my roll model_I rolls by you with my seat reclining_When I stop rims don't keep spinning they keep shining_Money don't stop keep spinning and keep grinding_Cash Money what you hollering, huh_Cop them 28-inch Birdman's (Check out me)_Big thighs with brown-eyes_It's Lil Weezy for real","Lil Wayne"
"500 Degreez","Lovely","I love myself I love what I am I love who I is I love Weezy_You gon love the shit I do to hip-hop this year_You gonna love when I bring it back to the block this year_I represent the Biggie and 'Pac era; you gotta love me_That I know ma love me just cause I got a lot of money_But I love that girl too, but I love that girl too_I let y'all know me and I would love to know you now come on_Everything that I love in this world_Has gotta be the greatest thing in this world if I love it cause, I love this, I love that, I love y'all because_Everything in this world is just love_I know you probably love the bar, right_Lil girl your man your damn kids love Weezy_You love to live that big dog life_You love to live just like a young'n Weezy by here_And I love to see you do so I love my Coupe blow on them deuce-o's_I love a cute ho and you probably love her all right, girl_He probably love you all your life I love you all night, girl I love an all white pearls_Six with the two pipes barrel kit I love to get it cracking in your girl lips_I love to sip from bill I love to go hard purp-pill_You love that I'm a star and got that work still_Don't get it fucked because I love to work still_And you won't love how the hurt feel_You gotta love the nigga just because other nigga_How getting murked feel And I love how getting hurt feel I know you love I got some of it on your shirt ee-yew I need to treat you_As a matter fact I love to cheat you_Don't call me cool Hey, you love me and I love to love you_I love fast cars I love fast broads I love fast money I love Cash Money_I love a slow cigar I love a slow menage_What you love blower hard_Let's get it cracking money I love to stack my money_You will love to jack my money I love to clap-clap and black-black get back here honey_I love act a plumb-ass when I had a tall glass And that bust your ass in one gulp_I love to shit talk_And I don't love other niggas But I love other niggas bitches_You love to hear me talking shit on this When Fresh dropping that nasty shit_That old uptown get down CMB classic shit I like to ride around with a plastic fifth_I love to melt ya I love them underground S-Q albums_Haters love to get you twisted But I love the haters cause haters just love twisted_Them bitches love Weezy_My bitch gon love me when I'm busy With T-Rez fleece suit is Jayo nothing busy Squad up_I love 20-inches on everything I sit in_I love my nappy hair I love the shit I wear_You gotta love the squad-ad girl_If she ain't giving love to the whole squad-ad get outta here_You people love the shit I pop in your ear","Lil Wayne"
"500 Degreez","Rob Nice Live On The Radio","Tell us that you would like to have the lyrics of this song. Then we'll make it our highest priority to find these lyrics first!_Or perhaps you can help us out. If you have the lyrics of this song, it would be great if you can submit these. That will definitely help us and the other visitors!","Lil Wayne"
"500 Degreez","Way Of Life","Look right here, this how we gon do this_Hit the mall wit my girlfriends, dish out ends_Cause you know it ain't trickin if you got it_Copped baby girl what she desired_It's chump change ma, marijuana scholar_Know'n what I got up in my styrofoam cup - that purple stuff_It was given to me at birth to stunt_So that's why I cop the Bentley with the leather and the furry cups_Hey, hold on mami them whips on dubs_Cadillac Truck, 28's, no rubs_Slide in the Benz, fins, bubble-eyed lens_Hook up the turn tables, whoof get on the keyboard_Car show in New York, y'all know who wins_It's the Birdman daddy, with the Gucci Prada_Slant back Cup Truck, no rims - can't holla_It's that Louie Fendi on Ostrich streets_It's the tailor-made daddy, mami do you love me?_Baby, I'm a stunna_I ain't gon change it_Don't.. you.. know.. it's a way of life?_Mami, do you want it?_Cause I'm about to bring it_And we gon run this for you, ya heard?_Oh baby, can't stop the stun, no, no_Pop one, pop two with the new Nike shoes_Royal blue jag on 'em 22's_Slippers, white to breate, 500 Degreez_In that Cadillac Truck on 'em 23's_I'm the boss of the game with the money and fame_All these, naked women that pop champagne_And these, marble floors stay high as Rick James_If you know my name then you know my game_It's Lil Whodi from the hot block with serious flow_Yeah, check it out_Gotta get dough, cha'll won't feel me broke_But, y'all don't hear me though_Til I'm rolling down my window where my grill is show_And you know I probably pump it through the hood on them 24's_Word, rims poking out the side of the err_Glock, have ya ribs poking out the side of your shirt_I'm a 17 nigga and I ride through the turf_Hey, and my pinky glow cause my rings is so..._Blingy blingy, yo stop blinking though_We smoke stinky stinky dro_Cash Money..._And we don't cop them incy wincy o's_And we don't stop, nah, we blow_Fuck the pee-ple_Everywhere we go we smell like ick yo_Birdman, my Paw so that make me go.. fly like an eagle, fasheezy_See they think cause I stay English turn_That stunna don't ever OZ to burn_I go in each over and ball like a dog_Me and my niggs ball like a dog_Cars on my streets, all on the lawn_Cash Money..._Ice in my teeth, all on my arm_Tats in my face, my back and my arm_Tats in my face, my back and my arm_Yo, there it is, ya lil' low life_See, I'm a Bro-fessional - you a rookie_Fuck, a game so serious I could sell a hooker some pussy_That's some serious shit_Oh yeah, believe that_Who we rollin wit?_We rollin wit Cash Money_Cash Money..._Oh, I forgot about peace - Peace!_I mean.. piece of pussy, piece of land, piece of property_Just a mind game_Piece of mind, ya know_Piece of something, motherfucker!_Cash Money..._Ay, let me slide in the Benz with the fished-out fins","Lil Wayne"
"500 Degreez","What Does Life Mean To Me","Baby! Ghetto biotch!_(Baby)_Talkin'_What does life mean to me?_Cars clothes an a lot of jewelry_What does life mean to me?_A fine ghetto bitch wit a big ass booty_What does life mean to me?_Drinkin', pimpin' an a whole lot of weed_What does life mean to me?_Every things right what we said, please believe me","Lil Wayne"
"500 Degreez","Where You At","All my niggas if you with me_Let me hear you say (oh!)_Soldiers if you with me_Let me hear you say (oh!)_Hustlers if you with me_Let me hear you say (oh!)_Say, say (oh!)_Say, say (oh!)_Aye (Oh!)_I come and do my thang and hold down my side_Eagle Street man throw my set up high_Where you at? (oh!)_Weezy we gang call them boys that squad_That squad, squad up! you know_And we get a lot of dough on the strength of me_Get a lotta dro on the strength of Fee_Get a lot of blow_But keep that on the D_D what?...DL! you know_And oh you don't wanna fuck with a nigga_'Cuz a nigga might fuck with the trigger_Leave a nigga on the floor_All my soldiers if you with me_Truly I don't buck with you nigga_Let my tooly talk, talk to you nigga_Bitch man is an itch to a rich man whoa_'20s on the six with the kicks sitting low_Sticky in my swish man gasoline floor_Fire spit man Weezy is about to blow_Ya know!_Aye (oh!)_Pass the pine to the pimp old juice killer_Catch your eye in one glimpse old school with the_Where you at? (oh!)_Ass up high the front dip drip bam_Mami like damn, Lil Wayne stop playing_Baby I'm a baller I hustle with my father_It's the Birdman and Birdman Jr_I flip them birds man eighteen grand just order_Eighty-five for half and forty-five for quarter_Yeah! Tity baby put it in the air_I'm jumping out this atmosphere_And I'm jumping in your bitch if she had a player_Jumping in the painted thing on them dang-a-dangs_All my hustlers if you with me_You see the arm when I pass nigga bang-a-lang_You now I'm armed we can mash man it ain't a thing_You know I'm calm but I'm a gorilla ain't a game_I got a banana clip for all you orangutans_Let's bang!_Aye (oh!)_It's young Weezy can't none see me dawg_I get you done easy with one easy phone call_And the sawed-off make your arms fall off_Like a short sleeved polo, won't bother me no more_Where you at? (oh!)_Ice like strobe light, look like I'm moving slow mo'_Ferrari look nice on low pro Yokohomas_With '20 inch chromes poking out 'em_Chrissy till the dome tote the ganja_Red-bone in the shower_Hello! Pocahontas give a long stroke poke for hours_Floating vagina hoe, I'mma holla_Sold coke in the '90s,  I'm honest man_Nothing big maybe ounces, grams_But I know how to double, and sometimes it's scams_Where you at? (oh!)_But I know to hustle, and some Glocks'll jam_But I know how to bust 'em, and some drops'll slam_All alloy buttons that's all stunting_That boy's something_Yeah!_Where you at? Say (oh!)_Niggas if you with me","Lil Wayne"
"500 Degreez","Worry Me","You gotta walk like a (soldier)_I got something chrome that I carry with me_It's Young Weezy Wee y'all ain't scaring me_I'm the seventeen don till they bury me_Eh, it go whoa oh me oh my ay ay_I'm H-O-T-B-O-Y ay ay_I'm so fly I'm the Birdman Jr_Stunting in the gray uh_Shortie play your player_Slick clean hey ya_Fifteen riding with me spray ya_Talk like a (stunna)_You don't want no drama with me play fa_Keep low or it's murda she wrote pussy nigga_I gotta keep it cooking cuz the streets still hot for a shooking_Plus my late pops still looking_Bust my tray quick if ya hate the pimp_Think it's all big fish I don ate the shrimp_Roll out with the hood cuz I'm so damn street_I rep Hollygrove and Hollygrove rep me_And that's how Weezy Wee be_And y'all gon R-E-S-P-E-C-T me_Move like a (player)_I'm riding and I'm dolo on my way to the stizzo_Knowing on my waist is the sizzo_Weezy so hot Glock ten and a pistol_Big rims with the tires thin as a pencil_Mami want me cuz I got pimping potential_I stick to my mental_Don't make me stick my fifth to your temple_Forget I'm getting rich for a cent_Bitch I'm coming get you for my baby mama's rent I will flip you_90 on the highway seeing what the whip do_And get it like a (hustler)_Cops get behind me they want see the whip too_S-Q professor C-M-B alumni_Everybody else fails except the young guy_Don't worry bout Weezy for real nigga I done mine_Got the biggest nuts up in here nigga I swung mine_The streets taught me never to fear nigga I run mine_I can't lose cuz I won mine_Now run yourself_I got five drinks with me_And there be four chunks of dro up in my lung pipe_You gotta walk like a (soldier)_Three guns_Two bitches_And all I need is one knife_And I bet you don't like_C'mon we only get one life_And if it's done right_Freak a nigga might wife her_You know S-Q galore low chop three striper_I'm just trying to keep paper_Please, don't be a hater cuz he'll take ya Weeze_Talk like a (stunna)_Don't be a major cuz he greater_Cheese gon feed Nate_Brother it's keys or emceeing_And I'm a C-O-A cuz I can move yay_Like you never thought hard or soft like a duck_And y'all don't starve me_That shit could be bad for your heartbeat_Cash'll get you snatched in a heartbeat_Mash in a mad dash in a Cadillac with the alligator dashboard_Damn whore_Move like a (player)_Yeah I know_And get it like a (hustler)_Because I won't let y'all worry me","Lil Wayne"
"500 Degreez","Young N' Blues","I met her when I was young and she was younger_'Cuz she ended up being my baby's mother_And then I felt smothered but little did I know_I'd never find the same girl inside another_But I never thought that I'd be looking for her_And I never thought that late at night_When I'm in the mix...laying down with some chick_That suddenly it'll click_How this broad in my drawers dont know shit_Bout what I did 'fore I was big_When's there's a woman with my kid where I should be_With a body like woman so her age meant nothing_She screamed to me (What?)_My love, my patience, my pain (OK)_Nigga please_I got the young'n blues y'all (da-da-da-da-da)_I got the young'n blues y'all (da-da-da-da-da)_I got the young'n blues y'all (da-da-da-da-da)_I got the young'n blues y'all (da-da-da-da-da)_I met her after the fame_And she ain't even like me but I got her after the game_Mami was a nice piece, young Cali sweet thang_I had to get her number_Made her into wifey and then reality changed_It was going good...I was happy again_But then things got rapidly strange_And it had to be Wayne_She was still a virgin_What more could I ask from a dame_But I was a bastard...I asked for the pain_Now my ass in the rain_And she got a new life...the picture flipped_And none of it includes Weez and all his bullshit (Shit)_After how she made them daisy dukes fit her all summer_And I remember the Bahamas for the weekend_We was freaking in the suite_And she looked sweet enough to beat it up_Till we began to sleep and I_I'm dreaming 'bout the Victoria Secret lingerie_Told me keep it..she ain't want moms to see it_And just think I once saw it on the girl's body_Now all I'm seeing is nobody_I got the young'n blues y'all (da-da-da-da-da)_I got the young'n blues y'all (da-da-da-da-da)_I'm wishing I could hit her all summer_I got the young'n blues y'all (da-da-da-da-da)_I got the young'n blues y'all (da-da-da-da-da)_You see I never really ran, but no gentleman_All I know is big pimpin' ma'am_I'm just tryna be Weezy_And the perfect husband just might be too hard to find in me, Weezy_Baby girl you gotta work with ya boy_'Cuz all of that cursing it be hurting ya boy_Look for the better not the worst in ya boy_And maybe I can be ya boy...Ya know what I'm sayin'_And all she ever wanted_But see this here is not your everyday love tune_It's the story of your everyday thug dude_And in your mind you prolly thinkin we don't love you_But on the real we just not used to what love do_And please consider that_We were taught to love money, ice, cars, and clothes_Love pussy but you dont love them ho's_Love ya niggas love ya children_Now if they got a bitch you could love that_Holla back_Was for young Weezy to love her_I got the young'n blues y'all (da-da-da-da-da)_I got the young'n blues y'all (da-da-da-da-da)_I got the young'n blues y'all (da-da-da-da-da)_I got the young'n blues y'all (da-da-da-da-da)_I got the young'n blues y'all (da-da-da-da-da)_I got the young'n blues y'all (da-da-da-da-da)_Young Weez'got the young'n blues y'all_(da-da-da-da-da)_I got the young'n blues y'all (da-da-da-da-da)_But all I ever wanted was to cum easy and dump her_But that didn't come easy","Lil Wayne"
